Statistics of Retau=197.94761076003002 Rem=3173.33
      C1            C2            C3            C4            C5            C6            C7            C8            C9      
      zc          zplus           p             pp            u             uu            uw            vv            ww      
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
      0.000000      0.000000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
      0.005221      1.033423 -5.832360e+00  2.595869e+00  1.033098e+00  1.380117e-01 -9.135641e-04  3.215377e-02  6.529942e-05
      0.011221      2.221218 -5.833309e+00  2.598788e+00  2.210257e+00  6.298248e-01 -8.882741e-03  1.150822e-01  1.014866e-03
      0.017997      3.562451 -5.837166e+00  2.625518e+00  3.510415e+00  1.554788e+00 -3.474827e-02  2.270038e-01  4.855339e-03
      0.025542      5.056073 -5.846470e+00  2.679965e+00  4.889311e+00  2.850893e+00 -8.837317e-02  3.500864e-01  1.410491e-02
      0.033852      6.700911 -5.863492e+00  2.763011e+00  6.281146e+00  4.275946e+00 -1.709858e-01  4.745335e-01  3.099796e-02
      0.042919      8.495678 -5.889758e+00  2.871559e+00  7.614395e+00  5.524994e+00 -2.730924e-01  5.966289e-01  5.703826e-02
      0.052736     10.438964 -5.925920e+00  2.998764e+00  8.831842e+00  6.390721e+00 -3.799676e-01  7.140212e-01  9.286847e-02
      0.063296     12.529248 -5.971727e+00  3.136150e+00  9.901940e+00  6.822356e+00 -4.788348e-01  8.232176e-01  1.382287e-01
      0.074590     14.764891 -6.026026e+00  3.273278e+00  1.081799e+01  6.882675e+00 -5.623670e-01  9.202354e-01  1.919663e-01
      0.086609     17.144139 -6.086897e+00  3.399759e+00  1.159032e+01  6.679386e+00 -6.282922e-01  1.002108e+00  2.521821e-01
      0.099345     19.665129 -6.151878e+00  3.506688e+00  1.223776e+01  6.317290e+00 -6.775039e-01  1.067637e+00  3.164527e-01
      0.112787     22.325882 -6.218253e+00  3.587495e+00  1.278132e+01  5.878263e+00 -7.122742e-01  1.117866e+00  3.820959e-01
      0.126924     25.124314 -6.283367e+00  3.638451e+00  1.324093e+01  5.418123e+00 -7.351014e-01  1.155019e+00  4.464689e-01
      0.141746     28.058230 -6.344769e+00  3.657867e+00  1.363394e+01  4.971322e+00 -7.484316e-01  1.181323e+00  5.071529e-01
      0.157240     31.125331 -6.400319e+00  3.645127e+00  1.397450e+01  4.557513e+00 -7.542858e-01  1.199007e+00  5.620404e-01
      0.173395     34.323212 -6.448364e+00  3.601247e+00  1.427390e+01  4.184928e+00 -7.540341e-01  1.210122e+00  6.095019e-01
      0.190199     37.649367 -6.488007e+00  3.529545e+00  1.454129e+01  3.853665e+00 -7.486469e-01  1.215668e+00  6.486663e-01
      0.207637     41.101187 -6.519120e+00  3.435050e+00  1.478411e+01  3.560694e+00 -7.391918e-01  1.215298e+00  6.793868e-01
      0.225696     44.675966 -6.542058e+00  3.323340e+00  1.500791e+01  3.303701e+00 -7.268472e-01  1.208688e+00  7.019611e-01
      0.244362     48.370903 -6.557424e+00  3.199767e+00  1.521693e+01  3.077579e+00 -7.122190e-01  1.195785e+00  7.169845e-01
      0.263621     52.183100 -6.565954e+00  3.068667e+00  1.541469e+01  2.876719e+00 -6.958677e-01  1.177509e+00  7.252326e-01
      0.283457     56.109569 -6.568507e+00  2.932817e+00  1.560418e+01  2.697032e+00 -6.779348e-01  1.154899e+00  7.275803e-01
      0.303854     60.147232 -6.566007e+00  2.795487e+00  1.578739e+01  2.534237e+00 -6.584337e-01  1.128587e+00  7.249517e-01
      0.324798     64.292923 -6.559367e+00  2.658947e+00  1.596539e+01  2.383911e+00 -6.378347e-01  1.099205e+00  7.182965e-01
      0.346270     68.543392 -6.549487e+00  2.524130e+00  1.613872e+01  2.244509e+00 -6.165204e-01  1.067624e+00  7.085296e-01
      0.368256     72.895308 -6.537155e+00  2.391578e+00  1.630714e+01  2.117131e+00 -5.947353e-01  1.034172e+00  6.963892e-01
      0.390736     77.345259 -6.522778e+00  2.260137e+00  1.647059e+01  2.000978e+00 -5.725757e-01  9.981605e-01  6.822768e-01
      0.413694     81.889755 -6.506522e+00  2.129643e+00  1.662936e+01  1.893739e+00 -5.500122e-01  9.595583e-01  6.663650e-01
      0.437112     86.525235 -6.488699e+00  2.001661e+00  1.678323e+01  1.794476e+00 -5.274582e-01  9.194069e-01  6.489077e-01
      0.460971     91.248065 -6.469815e+00  1.877042e+00  1.693201e+01  1.701110e+00 -5.047932e-01  8.781915e-01  6.303859e-01
      0.485252     96.054541 -6.450309e+00  1.756793e+00  1.707613e+01  1.612411e+00 -4.816682e-01  8.361051e-01  6.112600e-01
      0.509937    100.940897 -6.430423e+00  1.641975e+00  1.721594e+01  1.528706e+00 -4.583649e-01  7.947894e-01  5.917634e-01
      0.535007    105.903300 -6.410336e+00  1.532208e+00  1.735142e+01  1.448679e+00 -4.348217e-01  7.551031e-01  5.720490e-01
      0.560441    110.937862 -6.390252e+00  1.426922e+00  1.748226e+01  1.371430e+00 -4.110303e-01  7.167762e-01  5.523253e-01
      0.586219    116.040635 -6.370392e+00  1.326361e+00  1.760819e+01  1.297194e+00 -3.872963e-01  6.798682e-01  5.328036e-01
      0.612322    121.207618 -6.351029e+00  1.230675e+00  1.772918e+01  1.225043e+00 -3.634857e-01  6.438563e-01  5.137040e-01
      0.638728    126.434762 -6.332339e+00  1.139682e+00  1.784508e+01  1.155369e+00 -3.393397e-01  6.087000e-01  4.951777e-01
      0.665418    131.717969 -6.314346e+00  1.053641e+00  1.795573e+01  1.087849e+00 -3.147308e-01  5.743248e-01  4.772703e-01
      0.692371    137.053096 -6.297129e+00  9.727708e-01  1.806112e+01  1.021526e+00 -2.896819e-01  5.402904e-01  4.601004e-01
      0.719564    142.435961 -6.280830e+00  8.969927e-01  1.816086e+01  9.558438e-01 -2.643650e-01  5.075615e-01  4.438450e-01
      0.746977    147.862344 -6.265500e+00  8.263084e-01  1.825407e+01  8.915595e-01 -2.389490e-01  4.772208e-01  4.285727e-01
