Statistics of Retau=197.9542643234755 Rem=3173.33
      C1            C2            C3            C4            C5            C6            C7            C8            C9      
      zc          zplus           p             pp            u             uu            uw            vv            ww      
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
      0.000000      0.000000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
      0.005221      1.033458 -5.851254e+00  2.465070e+00  1.033155e+00  1.380207e-01 -9.138317e-04  3.207279e-02  6.517552e-05
      0.011221      2.221292 -5.852218e+00  2.467626e+00  2.210351e+00  6.299264e-01 -8.883232e-03  1.148301e-01  1.013149e-03
      0.017997      3.562571 -5.856107e+00  2.493612e+00  3.510512e+00  1.555044e+00 -3.474523e-02  2.265899e-01  4.848398e-03
      0.025542      5.056243 -5.865463e+00  2.546772e+00  4.889381e+00  2.851292e+00 -8.835763e-02  3.495666e-01  1.408864e-02
      0.033852      6.701137 -5.882546e+00  2.627768e+00  6.281175e+00  4.276498e+00 -1.709515e-01  4.739601e-01  3.097079e-02
      0.042919      8.495963 -5.908874e+00  2.733885e+00  7.614386e+00  5.525647e+00 -2.730369e-01  5.960322e-01  5.700242e-02
      0.052736     10.439315 -5.945088e+00  2.859220e+00  8.831804e+00  6.391437e+00 -3.798871e-01  7.134224e-01  9.282758e-02
      0.063296     12.529670 -5.990919e+00  2.995127e+00  9.901874e+00  6.823139e+00 -4.787362e-01  8.226309e-01  1.381874e-01
      0.074590     14.765387 -6.045200e+00  3.131214e+00  1.081789e+01  6.883488e+00 -5.622550e-01  9.196798e-01  1.919291e-01
      0.086609     17.144716 -6.106022e+00  3.257004e+00  1.159020e+01  6.680181e+00 -6.281631e-01  1.001599e+00  2.521494e-01
      0.099345     19.665790 -6.170948e+00  3.363274e+00  1.223762e+01  6.318048e+00 -6.773549e-01  1.067161e+00  3.164214e-01
      0.112787     22.326632 -6.237274e+00  3.443094e+00  1.278119e+01  5.879006e+00 -7.121122e-01  1.117421e+00  3.820598e-01
      0.126924     25.125158 -6.302332e+00  3.492600e+00  1.324081e+01  5.418899e+00 -7.349498e-01  1.154632e+00  4.464206e-01
      0.141746     28.059173 -6.363690e+00  3.510582e+00  1.363383e+01  4.972081e+00 -7.482991e-01  1.180983e+00  5.070928e-01
      0.157240     31.126378 -6.419223e+00  3.497259e+00  1.397441e+01  4.558176e+00 -7.541737e-01  1.198665e+00  5.619741e-01
      0.173395     34.324366 -6.467281e+00  3.453683e+00  1.427382e+01  4.185514e+00 -7.539529e-01  1.209761e+00  6.094353e-01
      0.190199     37.650632 -6.506982e+00  3.382845e+00  1.454121e+01  3.854183e+00 -7.485920e-01  1.215323e+00  6.486033e-01
      0.207637     41.102568 -6.538166e+00  3.289577e+00  1.478402e+01  3.561232e+00 -7.391575e-01  1.214995e+00  6.793237e-01
      0.225696     44.677468 -6.561117e+00  3.179222e+00  1.500779e+01  3.304355e+00 -7.268436e-01  1.208408e+00  7.018943e-01
      0.244362     48.372529 -6.576429e+00  3.057114e+00  1.521679e+01  3.078345e+00 -7.122486e-01  1.195517e+00  7.169153e-01
      0.263621     52.184854 -6.584886e+00  2.927252e+00  1.541452e+01  2.877560e+00 -6.959419e-01  1.177261e+00  7.251598e-01
      0.283457     56.111455 -6.587368e+00  2.792594e+00  1.560398e+01  2.697884e+00 -6.780539e-01  1.154678e+00  7.275046e-01
      0.303854     60.149253 -6.584796e+00  2.656315e+00  1.578717e+01  2.535028e+00 -6.585697e-01  1.128376e+00  7.248760e-01
      0.324798     64.295084 -6.578114e+00  2.520891e+00  1.596515e+01  2.384671e+00 -6.379702e-01  1.099002e+00  7.182206e-01
      0.346270     68.545696 -6.568241e+00  2.387345e+00  1.613846e+01  2.245280e+00 -6.166454e-01  1.067437e+00  7.084499e-01
      0.368256     72.897759 -6.555918e+00  2.255734e+00  1.630687e+01  2.117936e+00 -5.948541e-01  1.034002e+00  6.963015e-01
      0.390736     77.347859 -6.541559e+00  2.125550e+00  1.647031e+01  2.001795e+00 -5.726990e-01  9.980084e-01  6.821851e-01
      0.413694     81.892508 -6.525356e+00  1.997019e+00  1.662908e+01  1.894529e+00 -5.501395e-01  9.594219e-01  6.662791e-01
      0.437112     86.528144 -6.507569e+00  1.870949e+00  1.678293e+01  1.795232e+00 -5.275842e-01  9.192912e-01  6.488334e-01
      0.460971     91.251132 -6.488679e+00  1.747870e+00  1.693170e+01  1.701852e+00 -5.049233e-01  8.780994e-01  6.303241e-01
      0.485252     96.057770 -6.469153e+00  1.628887e+00  1.707581e+01  1.613132e+00 -4.818034e-01  8.360285e-01  6.112116e-01
      0.509937    100.944289 -6.449257e+00  1.515229e+00  1.721561e+01  1.529404e+00 -4.585022e-01  7.947235e-01  5.917278e-01
      0.535007    105.906860 -6.429175e+00  1.406789e+00  1.735108e+01  1.449349e+00 -4.349613e-01  7.550465e-01  5.720246e-01
      0.560441    110.941591 -6.409123e+00  1.303077e+00  1.748191e+01  1.372059e+00 -4.111665e-01  7.167231e-01  5.523118e-01
      0.586219    116.044535 -6.389309e+00  1.204139e+00  1.760783e+01  1.297796e+00 -3.874249e-01  6.798227e-01  5.327996e-01
      0.612322    121.211693 -6.369966e+00  1.109948e+00  1.772881e+01  1.225635e+00 -3.636127e-01  6.438181e-01  5.137087e-01
      0.638728    126.439012 -6.351246e+00  1.020409e+00  1.784470e+01  1.155938e+00 -3.394685e-01  6.086705e-01  4.951934e-01
      0.665418    131.722396 -6.333186e+00  9.358137e-01  1.795535e+01  1.088391e+00 -3.148620e-01  5.743107e-01  4.773005e-01
      0.692371    137.057702 -6.315883e+00  8.563896e-01  1.806072e+01  1.022044e+00 -2.898151e-01  5.402975e-01  4.601466e-01
      0.719564    142.440749 -6.299492e+00  7.821258e-01  1.816045e+01  9.563369e-01 -2.644966e-01  5.075944e-01  4.439070e-01
      0.746977    147.867314 -6.284081e+00  7.129567e-01  1.825365e+01  8.920243e-01 -2.390727e-01  4.772750e-01  4.286486e-01
